"","lat","lon","cc","cth","ctt","cod","nd","tdiff","time.rel","sza","ctt.25","ctt.75","cod.25","cod.75","nd.25","nd.75","cth.25","cth.75","cc.025","cc.975","cod.me","sat"
"1",36.4691474098815,-71.5867257131561,1,4696.93115104074,-13.7492694796325,74.4821367447301,188.142215459932,-1,-0.916666666666667,46.701053193382,-13.9900024399161,-13.8400024432689,39.7499991115183,104.709997659549,133.12286110088,234.231046542343,4500,5000,1,1,62.5499986018985,"MODIS"
"2",36.1377044602452,-71.2431379144607,1,4491.30836412496,-13.4573403759064,68.1979897420316,156.451681537521,0,0.0833333333333333,46.259089687605,-13.8500024430454,-13.8400024432689,37.3049991661683,90.1499979849905,115.429878334253,189.127164065962,4500,4500,1,1,57.5499987136573,"MODIS"
"3",35.8081413012496,-70.9055678162111,0.99952373392602,4366.10573106842,-12.5000770882366,58.5515560813326,146.28130911542,1,1.08333333333333,45.8209985712018,-13.8400024432689,-12.0100024841726,31.5899992939085,74.8349983273074,106.884222713139,176.159519659686,4250,4500,0.992443324937028,1,49.7499988880008,"MODIS"
"4",35.423615870504,-70.5191509126338,0,NA,NA,NA,NA,-1,2.41666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MODIS"
"5",35.1663025495788,-70.2583550906695,0,NA,NA,NA,NA,0,3.41666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MODIS"
"6",34.9269977248442,-70.0152226093346,0,NA,NA,NA,NA,1,4.41666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MODIS"
"7",35.4014959001731,-70.496955671996,0.965086646279307,3981.42272262027,-8.59153160134592,26.4997725983057,100.645463429066,-1,2.5,44.5984250764526,-10.0800025273114,-9.56000253893433,16.9199996218085,36.4149991860613,88.6123577422284,116.208747343128,4000,4300,0.793998332870242,1,26.7999994009733,"MODIS"
"8",35.145807843857,-70.2372692631696,0.912299183565973,3545.21220159151,-6.20146954202026,20.0680322088056,87.2278216450375,0,3.5,44.5112404529892,-9.56000253893433,-6.590002605319,9.48999978788197,29.5999993383884,70.0304590528042,107.59064436618,3450,4300,0.602170176565565,1,19.2899995688349,"MODIS"
"9",34.9078293479078,-69.9961162715676,0.897366277491176,3234.50492341357,-4.80262005653231,16.9237764341053,88.5276158194537,1,4.5,44.4329731197393,-8.04000257290897,-4.50000265203414,7.14999984018505,25.1849994370714,63.2261443484607,114.481987684778,3250,3500,0.603525641025641,1,15.4299996551126,"MODIS"
"10",33.8780407339609,-68.9895526293266,0,2215.13711941265,2.47223734260853,0,NA,-1,10.0833333333333,132.069782318121,-4.8100026451051,6.23999710790815,0,0,NA,NA,1300,3050,0,0,0,"MODIS"
"11",33.7486726862906,-68.8684202159286,0,2230.78451882845,2.36274016254984,0,NA,0,11.0833333333333,132.217534401508,-4.27000265717504,6.23999710790815,0,0,NA,NA,1300,3050,0,0,0,"MODIS"
"12",33.6339525564171,-68.7562770717118,0,2245.00723589001,2.29782890362586,0,NA,1,12.0833333333333,132.35047734477,-4.27000265717504,6.23999710790815,0,0,NA,NA,1550,3050,0,0,0,"MODIS"
"13",32.2140509964325,-68.9199443906101,0.535827830765468,2309.35637663886,1.97795807812163,5.8271850005911,79.5097676500563,-1,23.8333333333333,36.8808853020298,-2.44000269807873,4.45999714769425,0.669999985024333,8.8399998024106,71.4717005605671,91.1087275009209,1800,2850,0,1,2.94999993406236,"MODIS"
"14",33.3875331145541,-68.509878850088,0,2034.55294258088,3.73752287693344,0,NA,-1,14.5,139.845369283691,-1.40000272132454,7.5899970777333,0,0,NA,NA,1300,2800,0,0,0,"MODIS"
"15",33.2654015546029,-68.412856221047,0,2058.63934614942,3.74186598495235,0,NA,0,15.5,139.86839251391,-1.12000272758303,7.05999708957972,0,0,NA,NA,1300,2800,0,0,0,"MODIS"
"16",33.1210468472685,-68.335184006002,0,2213.65593712994,2.91172616423802,0,NA,1,16.5,139.917070328334,-1.40000272132454,4.7799971405417,0,0,NA,NA,1800,2800,0,0,0,"MODIS"
